1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA2348|2020091701|17/09/2020|21:48|18/09/2020|02:38|PSF|24|ED06|02|||||||||||||PSF-24|722E-B-PK|18/09/2020|02:38|18/09/2020|03:51||1|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257|DIRECT|10|50|5||Z|17/09/2020|21:48|17/09/2020|01:48|17/09/2020|01:48||16/09/2020|07:30|1709|||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1016|2020091707|17/09/2020|09:43|17/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|17/09/2020|14:10|17/09/2020|15:42||1|86140-0KQ10-00|RECEIVER ASSY RADIO & DISPLAY|G014|IP1  - A07|3|12|4||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1016|2020091707|17/09/2020|09:43|17/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|17/09/2020|14:10|17/09/2020|15:42||2|86140-0KU50-00|RECEIVER ASSY RADIO & DISPLAY|G015|IP1  - A07|4|24|6||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1016|2020091707|17/09/2020|09:43|17/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|17/09/2020|14:10|17/09/2020|15:42||3|86140-0KY60-00|RECEIVER ASSY RADIO & DISPLAY|G019|IP1  - A07|4|4|1||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1016|2020091707|17/09/2020|09:43|17/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|17/09/2020|14:10|17/09/2020|15:42||4|86140-0KZ00-00|RECEIVER ASSY RADIO & DISPLAY|G021|IP1  - A07|4|4|1||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1016|2020091707|17/09/2020|09:43|17/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|17/09/2020|14:10|17/09/2020|15:42||5|86741-0K050-00|TRABSCEIVER TELEPHONE|G100|IP1  - B06|10|30|3||H|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1016|2020091707|17/09/2020|09:43|17/09/2020|14:10|PSA|13|SD11|04|||||||||||||PSA-13|722B-S-S1|17/09/2020|14:10|17/09/2020|15:42||6|86764-0K020-00|ANTENNA TELEPHONE|G001|IP1  - B07|10|30|3||H|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1017|2020091708|17/09/2020|09:43|17/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|17/09/2020|14:10|17/09/2020|17:01||1|86140-0KP10-00|RECEIVER ASSY RADIO & DISPLAY|G012|IP1  - A07|3|3|1||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1017|2020091708|17/09/2020|09:43|17/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|17/09/2020|14:10|17/09/2020|17:01||2|86140-0KQ10-00|RECEIVER ASSY RADIO & DISPLAY|G014|IP1  - A07|3|12|4||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1017|2020091708|17/09/2020|09:43|17/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|17/09/2020|14:10|17/09/2020|17:01||3|86140-0KU50-00|RECEIVER ASSY RADIO & DISPLAY|G015|IP1  - A07|4|20|5||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
11|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1017|2020091708|17/09/2020|09:43|17/09/2020|14:10|PSA|15|SD11|04|||||||||||||PSA-15|722B-S-S1|17/09/2020|14:10|17/09/2020|17:01||4|86140-0KZ00-00|RECEIVER ASSY RADIO & DISPLAY|G021|IP1  - A07|4|8|2||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
12|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1018|2020091709|17/09/2020|09:43|17/09/2020|14:10|PSA|17|SD11|04|||||||||||||PSA-17|722B-S-S1|17/09/2020|14:10|17/09/2020|19:30||1|86140-0KQ10-00|RECEIVER ASSY RADIO & DISPLAY|G014|IP1  - A07|3|6|2||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
13|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1018|2020091709|17/09/2020|09:43|17/09/2020|14:10|PSA|17|SD11|04|||||||||||||PSA-17|722B-S-S1|17/09/2020|14:10|17/09/2020|19:30||2|86140-0KU50-00|RECEIVER ASSY RADIO & DISPLAY|G015|IP1  - A07|4|12|3||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
14|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1018|2020091709|17/09/2020|09:43|17/09/2020|14:10|PSA|17|SD11|04|||||||||||||PSA-17|722B-S-S1|17/09/2020|14:10|17/09/2020|19:30||3|86140-0KZ00-00|RECEIVER ASSY RADIO & DISPLAY|G021|IP1  - A07|4|4|1||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1018|2020091709|17/09/2020|09:43|17/09/2020|14:10|PSA|17|SD11|04|||||||||||||PSA-17|722B-S-S1|17/09/2020|14:10|17/09/2020|19:30||4|86741-0K050-00|TRABSCEIVER TELEPHONE|G100|IP1  - B06|10|30|3||H|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1018|2020091709|17/09/2020|09:43|17/09/2020|14:10|PSA|17|SD11|04|||||||||||||PSA-17|722B-S-S1|17/09/2020|14:10|17/09/2020|19:30||5|86764-0K020-00|ANTENNA TELEPHONE|G001|IP1  - B07|10|30|3||H|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
17|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1C1019|2020091710|17/09/2020|09:43|17/09/2020|14:10|PSA|19|SD11|04|||||||||||||PSA-19|722B-S-S1|17/09/2020|14:10|17/09/2020|20:38||1|86140-0KP10-00|RECEIVER ASSY RADIO & DISPLAY|G012|IP1  - A07|3|3|1||F|17/09/2020|09:43|17/09/2020|00:43|17/09/2020|00:43||16/09/2020|07:30|1709||F1|
