TNTH__3100004,IMCT,SPIMIT,19-Jan-23,TNTH,1,897276-3920,NEI-003TH,411000-2300H121,,2NNA668300,3,3,,,
TNTH__3100004,IMCT,SPIMIT,19-Jan-23,TNTH,2,898396-2911,PWI-001TH,161114-0160A101,,2NDA691700,2,2,,,
