ASN201710142,GM,GGA2,9-Oct-17,FTTL,09:20,1,52033623,16cm full,,153000-23200101,Speaker with inductor,GGA2,10,2
ASN201710164,GM,GGA2,10-Oct-17,FTTL,09:20,1,52033623,16cm full,,153000-23200101,Speaker with inductor,GGA2,435,87
ASN201710164,GM,GGA2,10-Oct-17,FTTL,09:20,2,52033625,"6""x 9""",,153000-22900101,"Speaker 6""x9"" 4W Full Range",GGA2,522,174
