TNTH__1600012,IMCT,SPIMIT,9-Jul-21,TNTH,1,898280-7030,6.5 Tweeter,153000-29600101,,2M6A440100,1,1,,,
TNTH__1600012,IMCT,SPIMIT,9-Jul-21,TNTH,2,898384-3290,I-124TH,114001-00800101,,2M6A448200,1,1,,,
,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,
