1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA2057|2019053101|31/05/2019|13:15|31/05/2019|15:45|PSF|16|ED06|01|||||||||||||PSF-16|722E-B-PK|31/05/2019|15:45|31/05/2019|21:25||1|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257|L1-09-52|10|40|4||E|31/05/2019|13:15|31/05/2019|08:15|31/05/2019|08:15||31/05/2019|07:30|3105|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLAC2A0913|2019053101|31/05/2019|09:15|31/05/2019|16:15|PK2|12|KD02|01|||||||||||||PK2-12|722C-C-C2|31/05/2019|16:15|31/05/2019|21:12||1|89040-06010-00|SIREN ASSY  THEFT WARNING|4K09|LI   -  09|16|16|1||B|31/05/2019|09:15|31/05/2019|04:22|31/05/2019|04:22||30/05/2019|07:30|3105||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7655|2019053105|31/05/2019|15:34|31/05/2019|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|31/05/2019|21:06|31/05/2019|23:16||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|8|2||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7655|2019053105|31/05/2019|15:34|31/05/2019|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|31/05/2019|21:06|31/05/2019|23:16||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|56|14||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7655|2019053105|31/05/2019|15:34|31/05/2019|21:06|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|31/05/2019|21:06|31/05/2019|23:16||3|86140-0K621-00|RECEIVER ASSY  RADIO & DISPLAY|J110|SA.R -  13|4|8|2||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7656|2019053106|31/05/2019|15:34|31/05/2019|21:06|PPA1|22|CD16|02|||||||||||||PPA1-22|722F-P-P1|31/05/2019|21:06|01/06/2019|03:20||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|4|1||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7656|2019053106|31/05/2019|15:34|31/05/2019|21:06|PPA1|22|CD16|02|||||||||||||PPA1-22|722F-P-P1|31/05/2019|21:06|01/06/2019|03:20||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|32|8||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7656|2019053106|31/05/2019|15:34|31/05/2019|21:06|PPA1|22|CD16|02|||||||||||||PPA1-22|722F-P-P1|31/05/2019|21:06|01/06/2019|03:20||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7656|2019053106|31/05/2019|15:34|31/05/2019|21:06|PPA1|22|CD16|02|||||||||||||PPA1-22|722F-P-P1|31/05/2019|21:06|01/06/2019|03:20||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|4|1||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B7656|2019053106|31/05/2019|15:34|31/05/2019|21:06|PPA1|22|CD16|02|||||||||||||PPA1-22|722F-P-P1|31/05/2019|21:06|01/06/2019|03:20||5|86140-0KB70-00|RECEIVER ASSY  RADIO & DISPLAY|U315|SA.R -  13|4|4|1||F|31/05/2019|15:34|31/05/2019|09:39|31/05/2019|09:39||31/05/2019|07:30|3105||F1||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8374|2019053106|31/05/2019|15:11|31/05/2019|20:35|PSA|17|PD02|03|||||||||||||PSA-17|722B-S-S1|31/05/2019|20:35|31/05/2019|22:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|28|7||F|31/05/2019|15:11|31/05/2019|11:01|31/05/2019|11:01||31/05/2019|07:30|3105||||
