TNTH__8700017,IMCT,SPIMIT,10-Aug-18,TNTH,1,898280-7010,"6""x9"" Front",153000-29700101 ,,2J7A334900,4,4
TNTH__8700017,IMCT,SPIMIT,10-Aug-18,TNTH,2,898296-4541,I-110TH,139001-55710101,,2J7A335700,2,2
TNTH__8700021,IMCT,SPIMIT,10-Aug-18,TNTH,1,898485-8441,I-131TH,114001-0650A101,,2J7A430600,3,3
