TNTH__9700009,IMCT,SPIMIT,2-Aug-19,TNTH,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,,2K7A248300,2,2
TNTH__9700009,IMCT,SPIMIT,2-Aug-19,TNTH,2,898280-7010,"6""x9"" Front",153000-29700101 ,,2K7A275300,4,4
TNTH__9700009,IMCT,SPIMIT,2-Aug-19,TNTH,3,898485-8220,I-137TH,114001-04900101,,2K7A290700,1,1
