TNTH__1900015,IMCT,SPTISM,7-Oct-21,TNTH,1,897537-9230,PWI-004TH,111135-0010A101,,1M9A526300,1,1,,,
TNTH__1O00001,IMCT,SPIMIT,7-Oct-21,TNTH,1,898254-2602,I-44TH ,123001-5860C101,,2M6A455000,80,80,,,
