FTTL_6100008,IMCT,SPIMIT,5-Feb-16,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,SPEAKER ASM ,2G1A130800,2,2
FTTL_6100009,IMCT,SPTISM,5-Feb-16,FTTL,1,898052-9370,"6 x 9"" Full (Fr)",153000-04700101,SPEAKER ASM ,1G1A705700,2,2
