1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1732|2018020801|08/02/2018|20:45|09/02/2018|01:45|PSF|23|ED06|04|||||||||||||PSF-23|722E-B-PK|09/02/2018|01:45|09/02/2018|03:13||1|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|20|2||F|08/02/2018|20:45|08/02/2018|15:45|08/02/2018|15:45||08/02/2018|07:30|0802|||CB2|
2|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0310|2018020801|08/02/2018|05:07|08/02/2018|10:05|KD03|01|KD03|01|||||||||||||||||08/02/2018|10:05||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|6|2|||08/02/2018|05:07|08/02/2018|00:14|08/02/2018|00:14||07/02/2018|07:30|0802||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0310|2018020801|08/02/2018|05:07|08/02/2018|10:05|KD03|01|KD03|01|||||||||||||||||08/02/2018|10:05||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|42|14|||08/02/2018|05:07|08/02/2018|00:14|08/02/2018|00:14||07/02/2018|07:30|0802||||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0300|2018020802|08/02/2018|13:24|08/02/2018|20:53|GD05|03|GD05|03|||||||||||||GD05-03||08/02/2018|20:53||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||08/02/2018|13:24|08/02/2018|07:24|08/02/2018|07:24||07/02/2018|07:30|0802||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|A4.SA- R11|4|40|10|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|A4.SA- R11|4|12|3|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||3|86120-0KA50-00|RECEIVER ASSY  RADIO|H559|A4.SA- R11|4|4|1|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||4|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|A4.SA- R11|4|8|2|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||5|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|A4.SA- R11|4|4|1|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||6|86140-0K620-00|RECEIVER ASSY  RADIO & DISPLAY|H714|A4.SA- R11|4|4|1|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B5922|2018020803|08/02/2018|15:31|08/02/2018|21:00|PPA1|18|CD16|02|||||||||||||PPA1-18|722F-P-P1|08/02/2018|21:00|08/02/2018|22:51||7|86100-0K101-00|RECEIVER ASSY  RADIO & NAVIGATION|U805|A5.SA- R10|4|4|1|||08/02/2018|15:31|08/02/2018|09:36|08/02/2018|09:36||08/02/2018|07:30|0802||||
