"00005","TRT-RY_FG_SHIP","171115","17112015","19112015","Y","11","","779969-0000","THB","Road","17112015","","","1","FTTL_FG_PASS_THRU"
"00005","TRT-RY_FG_SHIP","171115","17112015","19112015","Y","11","","77G013-0000","THB","Road","17112015","","","1","FTTL_FG_PASS_THRU"
