"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2316","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3116","23112015","23112015","Y","Order Type","","86120-0KA40-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3116","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3116","23112015","23112015","Y","Order Type","","86140-0K200-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3116","23112015","23112015","Y","Order Type","","86140-0K570-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3116","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3116","23112015","23112015","Y","Order Type","","86100-0K141-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2317","23112015","23112015","Y","Order Type","","86100-0K141-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2317","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2317","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2317","23112015","23112015","Y","Order Type","","86140-0KA70-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3117","23112015","23112015","Y","Order Type","","86120-0KA40-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3117","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3117","23112015","23112015","Y","Order Type","","86140-0K200-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3117","23112015","23112015","Y","Order Type","","86140-0K570-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3117","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3117","23112015","23112015","Y","Order Type","","86100-0K141-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2318","23112015","23112015","Y","Order Type","","86100-0K211-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2318","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2318","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2318","23112015","23112015","Y","Order Type","","86140-0K620-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2318","23112015","23112015","Y","Order Type","","86140-0KA70-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3118","23112015","24112015","Y","Order Type","","86120-0KA40-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3118","23112015","24112015","Y","Order Type","","86120-0KA50-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3118","23112015","24112015","Y","Order Type","","86140-0K200-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3118","23112015","24112015","Y","Order Type","","86140-0K570-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3118","23112015","24112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00087","TMAP-EM-SR_FG_SHIP","1S FTTLAS1B3118","23112015","24112015","Y","Order Type","","86100-0K141-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2319","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2319","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2320","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2320","23112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2320","23112015","23112015","Y","Order Type","","86120-0KC40-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2320","23112015","23112015","Y","Order Type","","86140-0K570-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2320","23112015","23112015","Y","Order Type","","86140-0KA70-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00089","TMAP-EM-GW1_FG_SHIP","1C FTTLAC2A0575","23112015","24112015","Y","Order Type","","86140-02170-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
"00089","TMAP-EM-GW1_FG_SHIP","1C FTTLAC2A0575","23112015","24112015","Y","Order Type","","86140-02180-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
