"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2312","20112015","23112015","Y","Order Type","","86100-0K141-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2312","20112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2312","20112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2313","20112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2313","20112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2313","20112015","23112015","Y","Order Type","","86140-0K620-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2313","20112015","23112015","Y","Order Type","","86140-0KA70-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2314","20112015","23112015","Y","Order Type","","86100-0K141-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2314","20112015","23112015","Y","Order Type","","86100-0K211-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2314","20112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2314","20112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2315","20112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2315","20112015","23112015","Y","Order Type","","86120-0KA20-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2315","20112015","23112015","Y","Order Type","","86140-0KA70-00","THB","Road","20112015","","","1","FTTL_FG_DOMESTIC"
"00088","TMAP-EM-BP_FG_SHIP","1P FTTLAP1B2316","23112015","23112015","Y","Order Type","","86120-0KA00-00","THB","Road","23112015","","","1","FTTL_FG_DOMESTIC"
