"Customer code","Customer ship to","Order","CPO DATE","Customer Requested Date","fixed Y","Qty","","Customer Part no","Currency","Ship Method","CPO DATE ","","","fixed 1","order_type" 
"73","AGC-AMATA_FG_SHIP","A1274544","11122015","11122015","Y","Order Type","","52033623","THB","Road","11122015","","","1","FTTL_FG_PASS_THRU" 
"73","AGC-AMATA_FG_SHIP","201510010","11112015","13122015","Y","Order Type","","52033624","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
