"Customer code","Customer ship to","Order","CPO DATE","Customer Requested Date","fixed Y","Qty","","Customer Part no","Currency","Ship Method","CPO DATE ","","","fixed 1","" 
"3","IMCT-SR_FG_SHIP","EFFNT06627","11112015","13112015","Y","Order Type","","898052-9370","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFNT06628","11112015","13112015","Y","Order Type","","898052-9400","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFNT06629","11112015","13112015","Y","Order Type","","898052-9410","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFNT06630","11112015","13112015","Y","Order Type","","898052-9420","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFNT06631","11112015","13112015","Y","Order Type","","898064-7040","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-SR_FG_SHIP","EFFNT06632","11112015","13112015","Y","Order Type","","898241-3582","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-SR_FG_SHIP","EFFNT06633","11112015","13112015","Y","Order Type","","898243-6022","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-SR_FG_SHIP","EFFN216724","10112015","12112015","Y","Order Type","","898052-9370","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216725","11112015","13112015","Y","Order Type","","898052-9370","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216726","11112015","13112015","Y","Order Type","","898052-9370","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216727","10112015","12112015","Y","Order Type","","898052-9400","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216728","11112015","13112015","Y","Order Type","","898052-9400","THB","Road","11112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216729","10112015","12112015","Y","Order Type","","898052-9410","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216730","10112015","12112015","Y","Order Type","","898052-9420","THB","Road","10112015","","","1","FTTL_FG_PASS_THRU" 
"3","IMCT-SR_FG_SHIP","EFFN216731","10112015","12112015","Y","Order Type","","898064-7040","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-SR_FG_SHIP","EFFN216732","10112015","12112015","Y","Order Type","","898241-3582","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-SR_FG_SHIP","EFFN216733","10112015","12112015","Y","Order Type","","898243-6022","THB","Road","10112015","","","1","FTTL_FG_DOMESTIC" 
"3","IMCT-SR_FG_SHIP","EFFN216734","11112015","13112015","Y","Order Type","","898243-6022","THB","Road","11112015","","","1","FTTL_FG_DOMESTIC" 
