"00003","IMCT-SR_FG_SHIP","EFEDT24173","06012015","08012015","Y","Order Type","","8980529370","THB","Road","06012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFEDT24174","06012015","08012015","Y","Order Type","","8980529400","THB","Road","06012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFEDT24175","06012015","08012015","Y","Order Type","","8980529410","THB","Road","06012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFEDT24176","05012015","07012015","Y","Order Type","","8980529420","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFEDT24177","05012015","07012015","Y","Order Type","","8980647040","THB","Road","05012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFEDT24178","06012015","08012015","Y","Order Type","","8982198453","THB","Road","06012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFEDT24179","06012015","08012015","Y","Order Type","","8982287302","THB","Road","06012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFEDT24180","06012015","08012015","Y","Order Type","","8982413582","THB","Road","06012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFEDT24181","05012015","07012015","Y","Order Type","","8982436022","THB","Road","05012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFEDT24182","05012015","07012015","Y","Order Type","","8982542601","THB","Road","05012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFED277431","05012015","07012015","Y","Order Type","","8980529370","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277432","05012015","07012015","Y","Order Type","","8980529370","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277433","06012015","08012015","Y","Order Type","","8980529370","THB","Road","06012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277434","06012015","08012015","Y","Order Type","","8980529370","THB","Road","06012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277435","05012015","07012015","Y","Order Type","","8980529400","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277436","05012015","07012015","Y","Order Type","","8980529400","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277437","05012015","07012015","Y","Order Type","","8980529410","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277438","05012015","07012015","Y","Order Type","","8980529410","THB","Road","05012015","","","1","FTTL_FG_PASS_THRU" 
"00003","IMCT-SR_FG_SHIP","EFED277439","05012015","07012015","Y","Order Type","","8982287302","THB","Road","05012015","","","1","FTTL_FG_DOMESTIC" 
"00003","IMCT-SR_FG_SHIP","EFED277440","05012015","07012015","Y","Order Type","","8982413582","THB","Road","05012015","","","1","FTTL_FG_DOMESTIC" 
